Equipment_ID,Base_ID,Base,Type_ID,Equipment_Type,Category,Status,Last_Service,Next_Service,Fuel_Used_L,Operating_Hours,Maintenance_Cost_INR,Spare_Parts,Readiness_Pct,Downtime_Days,Is_Critical
EQ-1913,B02,Kanpur,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-12,2026-08-26,429,274,55800,Available,89.9,0,0
EQ-1914,B03,Bhopal,ET06,Artillery Tractor,Heavy Towing,Operational,2026-07-22,2026-10-05,913,273,63300,Critical Shortage,95.6,0,0
EQ-1915,B05,Leh,ET03,Field Diesel Generator,Power Logistics,Operational,2026-06-22,2026-08-06,374,254,56000,Low,89.3,0,0
EQ-1916,B02,Kanpur,ET06,Artillery Tractor,Heavy Towing,Maintenance,2026-05-04,2026-07-18,785,208,95000,Available,49.0,4,1
EQ-1917,B03,Bhopal,ET06,Artillery Tractor,Heavy Towing,Maintenance,2026-05-29,2026-08-12,772,225,82400,Available,58.3,18,1
EQ-1918,B04,Delhi,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-15,2026-08-14,217,204,92700,Available,93.1,0,0
EQ-1919,B05,Leh,ET05,Mobile Radar Unit,Air Defense,Operational,2026-07-29,2026-09-27,396,172,124100,Low,98.3,0,0
EQ-1920,B01,Lucknow,ET06,Artillery Tractor,Heavy Towing,Operational,2026-07-12,2026-09-25,730,204,53600,Available,93.3,0,0
EQ-1921,B01,Lucknow,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-22,2026-09-20,1243,248,79500,Available,91.1,0,0
EQ-1922,B02,Kanpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Maintenance,2026-07-25,2026-10-23,638,143,137200,Low,51.6,8,1
EQ-1923,B06,Jodhpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-17,2026-08-16,452,180,18800,Available,81.2,0,0
EQ-1924,B01,Lucknow,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-31,2026-09-14,294,217,59000,Available,86.4,0,0
EQ-1925,B04,Delhi,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-26,2026-09-09,481,331,59700,Low,82.2,0,0
EQ-1926,B04,Delhi,ET03,Field Diesel Generator,Power Logistics,Maintenance,2026-08-01,2026-09-15,230,168,66000,Low,63.4,6,0
EQ-1927,B08,Pune,ET06,Artillery Tractor,Heavy Towing,Operational,2026-07-04,2026-09-17,622,167,50200,Available,97.9,0,0
EQ-1928,B04,Delhi,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-17,2026-08-31,435,282,54400,Available,96.7,0,0
EQ-1929,B06,Jodhpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-28,2026-09-26,622,245,21400,Available,95.4,0,0
EQ-1930,B06,Jodhpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-05-03,2026-08-01,931,191,83800,Available,85.2,0,0
EQ-1931,B02,Kanpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-05-14,2026-08-12,812,167,63900,Available,89.1,0,0
EQ-1932,B02,Kanpur,ET01,Heavy Tactical Truck,Transport Fleet,Maintenance,2026-05-19,2026-07-18,719,259,29400,Available,58.4,9,1
EQ-1933,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-03,2026-09-01,268,109,15300,Low,96.5,0,0
EQ-1934,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-23,2026-09-21,220,76,17100,Available,98.9,0,0
EQ-1935,B07,Siliguri,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-08-02,2026-10-01,535,194,20100,Available,88.5,0,0
EQ-1936,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-20,2026-08-19,382,152,17600,Available,94.2,0,0
EQ-1937,B02,Kanpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-05-29,2026-08-27,660,143,62300,Available,98.4,0,0
EQ-1938,B07,Siliguri,ET01,Heavy Tactical Truck,Transport Fleet,Out of Service,2026-07-19,2026-09-17,534,206,38600,Available,39.0,37,1
EQ-1939,B02,Kanpur,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-10,2026-08-09,251,207,100000,Available,93.3,0,0
EQ-1940,B06,Jodhpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-08-04,2026-10-03,408,149,20000,Available,85.3,0,0
EQ-1941,B04,Delhi,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-30,2026-10-28,614,130,70600,Available,92.5,0,0
EQ-1942,B06,Jodhpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-23,2026-09-21,570,214,22800,Available,92.9,0,0
EQ-1943,B05,Leh,ET01,Heavy Tactical Truck,Transport Fleet,Maintenance,2026-06-24,2026-08-23,490,204,27100,Available,47.1,7,1
EQ-1944,B06,Jodhpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-27,2026-08-26,461,170,18000,Available,82.7,0,0
EQ-1945,B04,Delhi,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-03,2026-08-02,659,258,23400,Low,89.7,0,0
EQ-1946,B03,Bhopal,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-11,2026-09-09,662,141,62700,Available,94.1,0,0
EQ-1947,B07,Siliguri,ET05,Mobile Radar Unit,Air Defense,Operational,2026-08-02,2026-10-01,251,118,114800,Available,82.7,0,0
EQ-1948,B03,Bhopal,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-05,2026-08-19,328,218,50700,Available,87.9,0,0
EQ-1949,B01,Lucknow,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-01,2026-09-29,989,192,85100,Available,85.3,0,0
EQ-1950,B01,Lucknow,ET06,Artillery Tractor,Heavy Towing,Operational,2026-06-13,2026-08-27,686,207,55300,Available,95.1,0,0
EQ-1951,B02,Kanpur,ET03,Field Diesel Generator,Power Logistics,Operational,2026-06-30,2026-08-14,351,245,55500,Critical Shortage,95.0,0,0
EQ-1952,B04,Delhi,ET05,Mobile Radar Unit,Air Defense,Operational,2026-07-23,2026-09-21,513,212,156400,Low,91.6,0,0
EQ-1953,B02,Kanpur,ET06,Artillery Tractor,Heavy Towing,Operational,2026-07-20,2026-10-03,496,132,44900,Available,81.4,0,0
EQ-1954,B03,Bhopal,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-15,2026-08-29,511,346,61800,Available,86.4,0,0
EQ-1955,B05,Leh,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-03,2026-09-01,469,171,21000,Low,82.8,0,0
EQ-1956,B04,Delhi,ET06,Artillery Tractor,Heavy Towing,Operational,2026-07-25,2026-10-08,880,250,59800,Available,91.9,0,0
EQ-1957,B02,Kanpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-22,2026-08-21,474,190,17700,Available,89.7,0,0
EQ-1958,B07,Siliguri,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-22,2026-08-21,533,195,21400,Available,82.2,0,0
EQ-1959,B04,Delhi,ET03,Field Diesel Generator,Power Logistics,Out of Service,2026-08-04,2026-09-18,414,294,144000,Available,15.7,26,1
EQ-1960,B03,Bhopal,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-26,2026-09-09,373,286,57100,Available,84.4,0,0
EQ-1961,B02,Kanpur,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-13,2026-08-12,253,227,113200,Low,92.7,0,0
EQ-1962,B05,Leh,ET02,Armored Personnel Carrier (APC),Combat Armor,Maintenance,2026-07-20,2026-10-18,1293,261,121200,Available,66.4,7,0
EQ-1963,B07,Siliguri,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-11,2026-08-10,502,183,20900,Available,85.2,0,0
EQ-1964,B02,Kanpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-03,2026-08-02,527,206,19500,Available,82.5,0,0
EQ-1965,B03,Bhopal,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-29,2026-09-12,330,254,60800,Available,98.9,0,0
EQ-1966,B04,Delhi,ET05,Mobile Radar Unit,Air Defense,Operational,2026-08-05,2026-10-04,635,267,139800,Available,98.8,0,0
EQ-1967,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-27,2026-08-26,357,144,19500,Low,93.7,0,0
EQ-1968,B07,Siliguri,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-19,2026-09-02,479,368,69300,Critical Shortage,94.2,0,0
EQ-1969,B02,Kanpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-04,2026-09-02,871,192,75700,Low,92.2,0,0
EQ-1970,B07,Siliguri,ET05,Mobile Radar Unit,Air Defense,Operational,2026-07-16,2026-09-14,251,123,117000,Available,96.2,0,0
EQ-1971,B01,Lucknow,ET06,Artillery Tractor,Heavy Towing,Operational,2026-05-21,2026-08-04,741,201,49400,Available,80.1,0,0
EQ-1972,B07,Siliguri,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-31,2026-09-29,345,144,19800,Available,92.6,0,0
EQ-1973,B07,Siliguri,ET03,Field Diesel Generator,Power Logistics,Maintenance,2026-06-19,2026-08-03,464,310,78400,Available,49.7,5,1
EQ-1974,B02,Kanpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-08,2026-09-06,827,162,74400,Available,84.4,0,0
EQ-1975,B04,Delhi,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-27,2026-08-26,425,154,18800,Available,97.1,0,0
EQ-1976,B02,Kanpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-05-04,2026-08-02,475,100,55800,Available,86.2,0,0
EQ-1977,B03,Bhopal,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-11,2026-08-10,438,154,18100,Low,82.0,0,0
EQ-1978,B05,Leh,ET01,Heavy Tactical Truck,Transport Fleet,Maintenance,2026-07-24,2026-09-22,177,65,25300,Available,47.8,21,1
EQ-1979,B02,Kanpur,ET05,Mobile Radar Unit,Air Defense,Operational,2026-06-29,2026-08-28,267,115,123300,Available,91.3,0,0
EQ-1980,B02,Kanpur,ET06,Artillery Tractor,Heavy Towing,Maintenance,2026-07-27,2026-10-10,768,233,93100,Available,52.0,6,1
EQ-1981,B07,Siliguri,ET06,Artillery Tractor,Heavy Towing,Operational,2026-07-07,2026-09-20,765,234,53000,Available,94.0,0,0
EQ-1982,B03,Bhopal,ET03,Field Diesel Generator,Power Logistics,Operational,2026-06-19,2026-08-03,430,285,63000,Low,98.1,0,0
EQ-1983,B01,Lucknow,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-08,2026-08-22,278,201,47400,Available,90.0,0,0
EQ-1984,B02,Kanpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Maintenance,2026-06-08,2026-09-06,929,192,145000,Critical Shortage,50.6,7,1
EQ-1985,B05,Leh,ET03,Field Diesel Generator,Power Logistics,Operational,2026-08-01,2026-09-15,368,259,58500,Low,92.7,0,0
EQ-1986,B04,Delhi,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-15,2026-08-29,248,190,47500,Available,94.0,0,0
EQ-1987,B05,Leh,ET01,Heavy Tactical Truck,Transport Fleet,Maintenance,2026-07-02,2026-08-31,601,242,36000,Available,63.0,14,0
EQ-1988,B02,Kanpur,ET03,Field Diesel Generator,Power Logistics,Operational,2026-06-18,2026-08-02,429,312,63000,Available,82.5,0,0
EQ-1989,B02,Kanpur,ET06,Artillery Tractor,Heavy Towing,Operational,2026-06-23,2026-09-06,614,183,48900,Available,96.6,0,0
EQ-1990,B02,Kanpur,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-02,2026-08-16,382,261,54600,Low,91.9,0,0
EQ-1991,B02,Kanpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-08,2026-09-06,447,184,21200,Critical Shortage,89.1,0,0
EQ-1992,B08,Pune,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-02,2026-08-31,225,83,16400,Critical Shortage,80.3,0,0
EQ-1993,B04,Delhi,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-12,2026-09-10,401,163,16900,Available,80.8,0,0
EQ-1994,B04,Delhi,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-08,2026-08-07,188,160,92700,Low,85.0,0,0
EQ-1995,B02,Kanpur,ET06,Artillery Tractor,Heavy Towing,Operational,2026-06-04,2026-08-18,485,144,51600,Available,91.6,0,0
EQ-1996,B08,Pune,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-05-30,2026-08-28,946,180,71900,Available,90.5,0,0
EQ-1997,B07,Siliguri,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-22,2026-08-21,618,255,24800,Available,91.5,0,0
EQ-1998,B05,Leh,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-01,2026-07-31,276,227,113200,Available,88.0,0,0
EQ-1999,B05,Leh,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-13,2026-09-11,778,166,73700,Critical Shortage,86.1,0,0
EQ-2000,B02,Kanpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-12,2026-10-10,1097,223,79500,Available,89.9,0,0
EQ-2001,B01,Lucknow,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-28,2026-10-26,1205,264,76400,Available,84.6,0,0
EQ-2002,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-10,2026-09-08,552,216,19400,Available,80.9,0,0
EQ-2003,B08,Pune,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-07,2026-08-21,387,263,64100,Critical Shortage,91.0,0,0
EQ-2004,B01,Lucknow,ET03,Field Diesel Generator,Power Logistics,Operational,2026-06-24,2026-08-08,335,221,65300,Available,88.2,0,0
EQ-2005,B05,Leh,ET03,Field Diesel Generator,Power Logistics,Operational,2026-06-25,2026-08-09,399,301,72300,Available,94.1,0,0
EQ-2006,B01,Lucknow,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-16,2026-08-30,392,283,62600,Low,85.5,0,0
EQ-2007,B02,Kanpur,ET06,Artillery Tractor,Heavy Towing,Operational,2026-06-23,2026-09-06,876,239,59600,Available,87.0,0,0
EQ-2008,B06,Jodhpur,ET06,Artillery Tractor,Heavy Towing,Operational,2026-05-23,2026-08-06,866,226,57200,Available,85.8,0,0
EQ-2009,B05,Leh,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-05,2026-09-03,1119,247,79400,Available,91.1,0,0
EQ-2010,B02,Kanpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-21,2026-09-19,845,168,72600,Available,87.1,0,0
EQ-2011,B06,Jodhpur,ET03,Field Diesel Generator,Power Logistics,Operational,2026-06-21,2026-08-05,514,339,64000,Available,92.7,0,0
EQ-2012,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-01,2026-08-30,493,183,18700,Low,83.7,0,0
EQ-2013,B01,Lucknow,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-20,2026-10-18,1541,298,95600,Available,94.7,0,0
EQ-2014,B04,Delhi,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-14,2026-08-13,368,143,19500,Available,82.6,0,0
EQ-2015,B06,Jodhpur,ET06,Artillery Tractor,Heavy Towing,Maintenance,2026-06-19,2026-09-02,922,281,111000,Available,62.1,19,0
EQ-2016,B04,Delhi,ET06,Artillery Tractor,Heavy Towing,Operational,2026-07-08,2026-09-21,676,204,60900,Available,93.5,0,0
EQ-2017,B03,Bhopal,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-04,2026-08-03,411,145,19500,Low,95.9,0,0
EQ-2018,B02,Kanpur,ET06,Artillery Tractor,Heavy Towing,Operational,2026-06-13,2026-08-27,568,170,47100,Available,85.2,0,0
EQ-2019,B04,Delhi,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-22,2026-08-21,209,178,103400,Low,92.1,0,0
EQ-2020,B02,Kanpur,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-08-01,2026-08-31,246,216,110900,Available,86.0,0,0
EQ-2021,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-10,2026-09-08,532,198,20700,Available,96.6,0,0
EQ-2022,B06,Jodhpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-05-12,2026-08-10,857,166,73600,Critical Shortage,91.5,0,0
EQ-2023,B03,Bhopal,ET06,Artillery Tractor,Heavy Towing,Operational,2026-06-15,2026-08-29,630,193,51200,Critical Shortage,96.0,0,0
EQ-2024,B05,Leh,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-27,2026-10-25,1584,302,87600,Available,88.1,0,0
EQ-2025,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Maintenance,2026-07-30,2026-09-28,644,252,32300,Low,65.3,13,0
EQ-2026,B04,Delhi,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-13,2026-10-11,1103,216,88300,Available,99.0,0,0
EQ-2027,B05,Leh,ET01,Heavy Tactical Truck,Transport Fleet,Maintenance,2026-07-04,2026-09-02,452,176,31700,Available,56.5,11,1
EQ-2028,B02,Kanpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-18,2026-08-17,472,180,18700,Available,81.9,0,0
EQ-2029,B06,Jodhpur,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-11,2026-08-25,436,296,55400,Low,84.6,0,0
EQ-2030,B07,Siliguri,ET03,Field Diesel Generator,Power Logistics,Operational,2026-06-22,2026-08-06,294,198,46200,Available,94.6,0,0
EQ-2031,B04,Delhi,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-04,2026-08-18,337,244,60500,Available,97.3,0,0
EQ-2032,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Maintenance,2026-06-19,2026-08-18,268,99,21000,Available,60.2,14,0
EQ-2033,B05,Leh,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-13,2026-09-11,459,192,19900,Available,92.8,0,0
EQ-2034,B01,Lucknow,ET06,Artillery Tractor,Heavy Towing,Operational,2026-07-15,2026-09-28,860,227,55600,Available,94.1,0,0
EQ-2035,B05,Leh,ET05,Mobile Radar Unit,Air Defense,Operational,2026-08-03,2026-10-02,367,170,124200,Available,81.1,0,0
EQ-2036,B04,Delhi,ET03,Field Diesel Generator,Power Logistics,Operational,2026-06-21,2026-08-05,480,354,55200,Available,84.9,0,0
EQ-2037,B04,Delhi,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-02,2026-08-16,246,186,52700,Low,85.4,0,0
EQ-2038,B03,Bhopal,ET06,Artillery Tractor,Heavy Towing,Operational,2026-05-19,2026-08-02,409,121,43700,Critical Shortage,84.0,0,0
EQ-2039,B02,Kanpur,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-02,2026-08-16,383,273,50800,Available,95.6,0,0
EQ-2040,B05,Leh,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-09,2026-08-23,475,322,69200,Low,81.9,0,0
EQ-2041,B01,Lucknow,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-13,2026-08-27,498,361,65600,Available,81.2,0,0
EQ-2042,B05,Leh,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-06,2026-09-04,371,154,19700,Available,98.9,0,0
EQ-2043,B05,Leh,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-29,2026-09-12,495,324,68600,Available,91.3,0,0
EQ-2044,B02,Kanpur,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-22,2026-09-05,365,257,55200,Available,98.3,0,0
EQ-2045,B07,Siliguri,ET03,Field Diesel Generator,Power Logistics,Operational,2026-06-20,2026-08-04,327,249,53400,Available,97.7,0,0
EQ-2046,B01,Lucknow,ET05,Mobile Radar Unit,Air Defense,Operational,2026-06-06,2026-08-05,510,239,136800,Available,96.4,0,0
EQ-2047,B07,Siliguri,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-06,2026-10-04,1196,227,90500,Available,89.9,0,0
EQ-2048,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Maintenance,2026-06-11,2026-08-10,301,104,31400,Low,52.3,15,1
EQ-2049,B06,Jodhpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-03,2026-09-01,1344,268,85200,Available,83.0,0,0
EQ-2050,B01,Lucknow,ET03,Field Diesel Generator,Power Logistics,Operational,2026-06-24,2026-08-08,493,342,60600,Available,95.0,0,0
EQ-2051,B03,Bhopal,ET06,Artillery Tractor,Heavy Towing,Operational,2026-06-11,2026-08-25,618,163,54900,Available,91.2,0,0
EQ-2052,B04,Delhi,ET05,Mobile Radar Unit,Air Defense,Operational,2026-07-05,2026-09-03,447,214,130900,Low,93.8,0,0
EQ-2053,B03,Bhopal,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-25,2026-09-23,1163,219,73900,Critical Shortage,96.9,0,0
EQ-2054,B02,Kanpur,ET06,Artillery Tractor,Heavy Towing,Operational,2026-07-01,2026-09-14,761,208,60200,Available,92.8,0,0
EQ-2055,B06,Jodhpur,ET05,Mobile Radar Unit,Air Defense,Operational,2026-07-19,2026-09-17,404,167,141100,Available,80.3,0,0
EQ-2056,B03,Bhopal,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-09,2026-08-23,285,219,52000,Available,94.1,0,0
EQ-2057,B04,Delhi,ET01,Heavy Tactical Truck,Transport Fleet,Maintenance,2026-07-08,2026-09-06,443,173,32500,Available,51.1,14,1
EQ-2058,B04,Delhi,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-04,2026-08-18,470,330,62400,Available,94.9,0,0
EQ-2059,B03,Bhopal,ET06,Artillery Tractor,Heavy Towing,Operational,2026-05-25,2026-08-08,795,222,57200,Low,88.3,0,0
EQ-2060,B06,Jodhpur,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-31,2026-09-14,336,237,57600,Available,92.0,0,0
EQ-2061,B07,Siliguri,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-29,2026-08-28,573,209,22300,Available,93.7,0,0
EQ-2062,B02,Kanpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-10,2026-09-08,253,52,52500,Available,97.2,0,0
EQ-2063,B03,Bhopal,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-21,2026-08-20,278,252,116800,Available,94.0,0,0
EQ-2064,B04,Delhi,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-21,2026-09-04,228,155,44300,Available,83.3,0,0
EQ-2065,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-11,2026-09-09,451,158,20300,Available,93.1,0,0
EQ-2066,B05,Leh,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-28,2026-09-11,252,192,50300,Available,88.9,0,0
EQ-2067,B02,Kanpur,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-25,2026-08-24,153,130,89500,Available,84.2,0,0
EQ-2068,B05,Leh,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-15,2026-08-14,599,227,22400,Low,95.6,0,0
EQ-2069,B02,Kanpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-11,2026-10-09,915,171,81300,Available,91.0,0,0
EQ-2070,B01,Lucknow,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-12,2026-09-10,1066,212,72500,Low,81.4,0,0
EQ-2071,B05,Leh,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-29,2026-09-12,357,257,57700,Available,91.6,0,0
EQ-2072,B01,Lucknow,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-05,2026-08-19,397,288,62900,Available,96.1,0,0
EQ-2073,B02,Kanpur,ET01,Heavy Tactical Truck,Transport Fleet,Out of Service,2026-06-23,2026-08-22,496,178,35400,Available,38.0,46,1
EQ-2074,B04,Delhi,ET05,Mobile Radar Unit,Air Defense,Operational,2026-07-12,2026-09-10,290,130,118500,Available,97.8,0,0
EQ-2075,B03,Bhopal,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-28,2026-09-26,1155,244,87000,Low,94.0,0,0
EQ-2076,B05,Leh,ET06,Artillery Tractor,Heavy Towing,Operational,2026-06-14,2026-08-28,648,170,53100,Low,88.5,0,0
EQ-2077,B05,Leh,ET03,Field Diesel Generator,Power Logistics,Out of Service,2026-07-29,2026-09-12,237,166,87400,Low,27.3,39,1
EQ-2078,B07,Siliguri,ET05,Mobile Radar Unit,Air Defense,Operational,2026-06-02,2026-08-01,376,173,123600,Available,86.8,0,0
EQ-2079,B04,Delhi,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-31,2026-09-29,623,242,19200,Available,95.8,0,0
EQ-2080,B02,Kanpur,ET03,Field Diesel Generator,Power Logistics,Maintenance,2026-06-22,2026-08-06,419,311,95000,Available,59.8,8,1
EQ-2081,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-02,2026-08-01,416,159,20700,Available,84.0,0,0
EQ-2082,B07,Siliguri,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-22,2026-09-20,800,177,69000,Available,82.1,0,0
EQ-2083,B06,Jodhpur,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-20,2026-08-19,193,178,90300,Low,82.0,0,0
EQ-2084,B03,Bhopal,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-08-05,2026-11-03,1507,298,95600,Low,89.2,0,0
EQ-2085,B07,Siliguri,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-13,2026-08-27,390,282,58300,Low,92.1,0,0
EQ-2086,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-12,2026-08-11,509,194,19600,Available,88.3,0,0
EQ-2087,B04,Delhi,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-15,2026-08-29,495,321,61500,Low,97.1,0,0
EQ-2088,B06,Jodhpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-08,2026-09-06,526,185,19600,Available,95.9,0,0
EQ-2089,B02,Kanpur,ET06,Artillery Tractor,Heavy Towing,Operational,2026-06-23,2026-09-06,604,182,47900,Available,94.9,0,0
EQ-2090,B07,Siliguri,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-05-29,2026-08-27,825,185,70000,Low,90.5,0,0
EQ-2091,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-16,2026-08-15,443,171,20400,Available,89.2,0,0
EQ-2092,B01,Lucknow,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-18,2026-09-01,380,257,61700,Available,85.5,0,0
EQ-2093,B07,Siliguri,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-05-04,2026-08-02,1148,231,75500,Available,88.4,0,0
EQ-2094,B01,Lucknow,ET03,Field Diesel Generator,Power Logistics,Operational,2026-06-18,2026-08-02,359,263,60500,Available,84.3,0,0
EQ-2095,B06,Jodhpur,ET06,Artillery Tractor,Heavy Towing,Operational,2026-06-11,2026-08-25,820,231,54200,Available,83.5,0,0
EQ-2096,B01,Lucknow,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-05-18,2026-08-16,996,190,83900,Available,96.1,0,0
